,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
940,38.522,38.562,38.601,38.641,38.681,38.72,38.76,38.799,38.839,38.878,38.918,38.958,38.997,39.037,39.076,39.116,39.155,39.195,39.235,39.274,39.314
950,38.92,38.959,38.999,39.038,39.078,39.117,39.157000000000004,39.196,39.235,39.275,39.314,39.353,39.393,39.432,39.471,39.511,39.55,39.59,39.629,39.669,39.708
960,39.315,39.354,39.392999999999994,39.431999999999995,39.471999999999994,39.510999999999996,39.55,39.589999999999996,39.629,39.669,39.708,39.747,39.787,39.826,39.866,39.905,39.944,39.984,40.023,40.062,40.101
970,39.708,39.747,39.787,39.826,39.864999999999995,39.903999999999996,39.943,39.983,40.022,40.061,40.101,40.141,40.18,40.219,40.259,40.298,40.337,40.376,40.415,40.455,40.494
980,40.103,40.142,40.181,40.22,40.259,40.298,40.336999999999996,40.377,40.416,40.455,40.494,40.533,40.572,40.611,40.651,40.69,40.729,40.768,40.807,40.846,40.885
990,40.49399999999999,40.532999999999994,40.571999999999996,40.611,40.65,40.68899999999999,40.727999999999994,40.767999999999994,40.806999999999995,40.846,40.885,40.924,40.963,41.002,41.042,41.081,41.12,41.159,41.198,41.237,41.276
1000,40.88700000000001,40.92600000000001,40.965,41.004000000000005,41.043000000000006,41.08200000000001,41.12100000000001,41.159000000000006,41.19800000000001,41.23700000000001,41.276,41.315,41.354,41.393,41.431,41.47,41.509,41.548,41.587,41.626,41.665
1010,41.277,41.315999999999995,41.354,41.393,41.431999999999995,41.471,41.51,41.549,41.586999999999996,41.626,41.665,41.704,41.743,41.781,41.82,41.859,41.898,41.937,41.976,42.014,42.053
1020,41.666,41.70399999999999,41.742999999999995,41.782,41.81999999999999,41.858999999999995,41.897999999999996,41.937,41.974999999999994,42.013999999999996,42.053,42.092,42.131,42.169,42.208,42.247,42.286,42.324,42.363,42.402,42.44
1030,42.053999999999995,42.092,42.13099999999999,42.169,42.208,42.24699999999999,42.285,42.324,42.361999999999995,42.400999999999996,42.44,42.479,42.518,42.556,42.595,42.633,42.672,42.711,42.749,42.788,42.826
1040,42.441,42.479,42.518,42.556000000000004,42.595,42.633,42.672000000000004,42.71,42.749,42.787,42.826,42.865,42.903,42.942,42.98,43.019,43.057,43.096,43.134,43.173,43.211
1050,42.827,42.864999999999995,42.903999999999996,42.942,42.98,43.019,43.056999999999995,43.095,43.134,43.172,43.211,43.25,43.288,43.327,43.365,43.403,43.442,43.48,43.518,43.557,43.595
1060,43.211999999999996,43.25,43.288999999999994,43.327,43.364999999999995,43.403,43.442,43.48,43.518,43.556999999999995,43.595,43.633,43.672,43.71,43.748,43.787,43.825,43.863,43.901,43.94,43.978
1070,43.597,43.635000000000005,43.673,43.711000000000006,43.749,43.787000000000006,43.826,43.864000000000004,43.902,43.940000000000005,43.978,44.016,44.054,44.092,44.13,44.169,44.207,44.245,44.283,44.321,44.359
1080,43.978,44.016000000000005,44.054,44.092000000000006,44.13,44.168000000000006,44.206,44.245000000000005,44.283,44.321000000000005,44.359,44.397,44.435,44.473,44.512,44.55,44.588,44.626,44.664,44.702,44.74
1090,44.361000000000004,44.399,44.437000000000005,44.475,44.513000000000005,44.551,44.589000000000006,44.627,44.664,44.702000000000005,44.74,44.778,44.816,44.853,44.891,44.929,44.967,45.005,45.043,45.081,45.119
1100,44.741,44.778999999999996,44.817,44.855,44.892,44.93,44.967999999999996,45.006,45.044,45.081,45.119,45.157,45.194,45.232,45.27,45.308,45.346,45.383,45.421,45.459,45.497
1110,45.121,45.158,45.196,45.234,45.271,45.309,45.347,45.384,45.422,45.46,45.497,45.534,45.572,45.61,45.647,45.685,45.723,45.76,45.798,45.836,45.873
1120,45.49699999999999,45.535,45.571999999999996,45.60999999999999,45.647,45.684999999999995,45.721999999999994,45.76,45.797999999999995,45.834999999999994,45.873,45.911,45.948,45.986,46.024,46.061,46.099,46.136,46.174,46.211,46.249
1130,45.87500000000001,45.913000000000004,45.95,45.987,46.025000000000006,46.062000000000005,46.1,46.13700000000001,46.17400000000001,46.212,46.249,46.286,46.324,46.361,46.398,46.436,46.473,46.511,46.548,46.585,46.623
1140,46.251,46.288,46.324999999999996,46.361999999999995,46.398999999999994,46.437,46.474,46.510999999999996,46.54899999999999,46.586,46.623,46.66,46.697,46.735,46.772,46.809,46.847,46.884,46.921,46.958,46.995
1150,46.623,46.66,46.696999999999996,46.733999999999995,46.77199999999999,46.809,46.846,46.882999999999996,46.919999999999995,46.956999999999994,46.995,47.033,47.07,47.107,47.144,47.181,47.218,47.256,47.293,47.33,47.367
1160,46.99699999999999,47.03399999999999,47.071,47.108,47.144999999999996,47.181999999999995,47.218999999999994,47.25599999999999,47.29299999999999,47.32999999999999,47.367,47.404,47.441,47.478,47.515,47.552,47.589,47.626,47.663,47.7,47.737
1170,47.36900000000001,47.405,47.44200000000001,47.479000000000006,47.516000000000005,47.553000000000004,47.59,47.626000000000005,47.663000000000004,47.7,47.737,47.774,47.811,47.848,47.884,47.921,47.958,47.995,48.032,48.069,48.105
1180,47.736999999999995,47.773999999999994,47.81099999999999,47.846999999999994,47.88399999999999,47.92099999999999,47.95799999999999,47.99399999999999,48.03099999999999,48.06799999999999,48.105,48.142,48.179,48.216,48.252,48.289,48.326,48.363,48.399,48.436,48.473
1190,48.108,48.144,48.181,48.217,48.254,48.29,48.327,48.364,48.4,48.437,48.473,48.509,48.546,48.582,48.619,48.656,48.692,48.729,48.765,48.802,48.838
1200,48.474000000000004,48.510000000000005,48.546,48.583,48.619,48.655,48.692,48.728,48.765,48.801,48.838,48.875,48.911,48.948,48.984,49.021,49.057,49.093,49.13,49.166,49.202
1210,48.839,48.87499999999999,48.910999999999994,48.94799999999999,48.983999999999995,49.019999999999996,49.056,49.092999999999996,49.129,49.165,49.202,49.239,49.275,49.311,49.348,49.384,49.42,49.456,49.493,49.529,49.565
1220,49.20399999999999,49.239999999999995,49.275999999999996,49.312,49.348,49.38399999999999,49.419999999999995,49.455999999999996,49.492999999999995,49.528999999999996,49.565,49.601,49.637,49.674,49.71,49.746,49.782,49.818,49.854,49.89,49.926
1230,49.566,49.602000000000004,49.638000000000005,49.67400000000001,49.71,49.746,49.782000000000004,49.818000000000005,49.854000000000006,49.89,49.926,49.962,49.998,50.034,50.07,50.106,50.142,50.178,50.214,50.25,50.286
1240,49.928000000000004,49.964000000000006,50.0,50.035000000000004,50.071000000000005,50.107,50.143,50.179,50.214000000000006,50.25,50.286,50.322,50.358,50.393,50.429,50.465,50.501,50.537,50.572,50.608,50.644
1250,50.288,50.32299999999999,50.358999999999995,50.394,50.43,50.465999999999994,50.501,50.537,50.57299999999999,50.608,50.644,50.68,50.715,50.751,50.787,50.822,50.858,50.894,50.929,50.965,51.0
1260,50.645,50.68,50.716,50.751,50.787,50.822,50.858,50.893,50.929,50.964,51.0,51.036,51.071,51.107,51.142,51.178,51.213,51.249,51.284,51.32,51.355
1270,51.001999999999995,51.03699999999999,51.071999999999996,51.10699999999999,51.142999999999994,51.178,51.212999999999994,51.248999999999995,51.28399999999999,51.318999999999996,51.355,51.391,51.426,51.461,51.497,51.532,51.567,51.603,51.638,51.673,51.708
1280,51.355999999999995,51.391,51.425999999999995,51.461,51.495999999999995,51.531,51.567,51.602,51.63699999999999,51.672,51.708,51.744,51.779,51.814,51.849,51.885,51.92,51.955,51.99,52.025,52.06
1290,51.71000000000001,51.745000000000005,51.78,51.815000000000005,51.85,51.885000000000005,51.92,51.955000000000005,51.99,52.025000000000006,52.06,52.095,52.13,52.165,52.2,52.235,52.27,52.305,52.34,52.375,52.41
1300,52.06099999999999,52.096,52.13099999999999,52.16599999999999,52.199999999999996,52.23499999999999,52.269999999999996,52.30499999999999,52.339999999999996,52.37499999999999,52.41,52.445,52.48,52.515,52.55,52.585,52.62,52.654,52.689,52.724,52.759
1310,52.412,52.447,52.481,52.516,52.551,52.586,52.62,52.655,52.69,52.724000000000004,52.759,52.794,52.828,52.863,52.898,52.932,52.967,53.002,53.037,53.071,53.106
1320,52.761,52.795,52.830000000000005,52.864000000000004,52.899,52.933,52.968,53.002,53.037000000000006,53.072,53.106,53.14,53.175,53.21,53.244,53.279,53.313,53.348,53.382,53.417,53.451
1330,53.107,53.141,53.175000000000004,53.21,53.244,53.279,53.313,53.347,53.382,53.416000000000004,53.451,53.486,53.52,53.555,53.589,53.623,53.658,53.692,53.727,53.761,53.795
1340,53.452000000000005,53.486000000000004,53.521,53.55500000000001,53.589000000000006,53.623000000000005,53.658,53.692,53.726000000000006,53.760000000000005,53.795,53.83,53.864,53.898,53.932,53.967,54.001,54.035,54.069,54.104,54.138
1350,53.797,53.830999999999996,53.864999999999995,53.898999999999994,53.93299999999999,53.967999999999996,54.001999999999995,54.035999999999994,54.06999999999999,54.104,54.138,54.172,54.206,54.24,54.274,54.308,54.343,54.377,54.411,54.445,54.479
1360,54.138999999999996,54.173,54.207,54.241,54.275,54.309,54.342999999999996,54.376999999999995,54.411,54.445,54.479,54.513,54.547,54.581,54.615,54.649,54.683,54.717,54.751,54.785,54.819
