Designator,Mid X,Mid Y,Rotation,Layer
C4002,242.0912,-93.9956,270.0,top
C4003,243.1312,-94.0156,90.0,top
C4004,235.727,-100.770599,180.0,top
C4007,239.2068,-101.710399,180.0,top
C4010,246.1918,-101.684999,180.0,top
C41001,216.3184,-102.6284,180.0,top
C41002,216.293,-99.6058,180.0,top
C41003,214.7182,-103.6444,180.0,top
C42001,206.8014,-103.6756,0.0,top
C43001,210.3092,-102.6596,180.0,top
C43002,210.2838,-99.637,180.0,top
C43003,208.709,-103.6756,180.0,top
C44001,200.796401,-106.8252,0.0,top
C45001,204.45,-105.733,180.0,top
C45002,204.419,-102.6614,180.0,top
C45003,202.653201,-106.8252,180.0,top
C46001,194.7786,-106.8328,0.0,top
C47001,198.4322,-105.7406,180.0,top
C47002,198.4012,-102.669,180.0,top
C47003,196.6354,-106.8328,180.0,top
C48001,166.79,-84.8615,180.0,top
C49001,172.1072,-84.8404,180.0,top
C50001,177.1872,-84.8912,180.0,top
C5001,165.05885,-97.6886,0.0,top
C5002,166.93045,-95.6714,180.0,top
C5003,166.93325,-96.680501,0.0,top
C5004,166.99185,-94.2596,180.0,top
C5007,172.47565,-106.8098,90.0,top
C5008,96.2616,-73.291112,180.0,top
C5009,94.3516,-73.316112,180.0,top
C5010,167.97985,-106.8352,90.0,top
C5012,95.1066,-67.716112,180.0,top
C51001,182.3094,-84.8658,180.0,top
C52001,187.3554,-84.8658,180.0,top
C53001,130.6988,-82.8056,180.0,top
C54001,136.3602,-82.8084,0.0,top
C55001,145.1746,-85.9017,90.0,top
C56001,150.280501,-85.9326,90.0,top
C57001,155.360501,-85.9072,90.0,top
C58001,160.4248,-85.9381,90.0,top
C6001,100.687189,-111.175523,225.0,top
C6002,102.0566,-109.876112,225.0,top
C6003,102.756011,-110.566701,225.0,top
C6004,105.457189,-107.895523,45.0,top
C6005,105.096011,-106.836701,45.0,top
C6006,105.556011,-109.216701,225.0,top
C6007,103.397189,-108.535523,45.0,top
C6008,104.097189,-109.235523,225.0,top
C6009,107.246011,-105.295523,315.0,top
C6010,107.966011,-104.575523,315.0,top
C6011,108.6666,-103.866112,315.0,top
C6012,110.616011,-101.296701,45.0,top
C6013,111.2066,-96.296112,45.0,top
C6016,109.126011,-94.206701,45.0,top
C6017,108.426011,-93.506701,45.0,top
C6018,107.725422,-92.81729,45.0,top
C6019,107.016011,-92.106701,45.0,top
C6020,106.316011,-91.406701,45.0,top
C6021,102.966011,-111.746701,45.0,top
C6022,110.0066,-105.446112,135.0,top
C6023,109.701163,-102.76485,135.0,top
C6024,110.7066,-104.746112,135.0,top
C6025,111.326011,-101.996701,225.0,top
C6026,112.0366,-102.686112,225.0,top
C6027,65.406599,-127.161112,270.0,top
C6028,92.996163,-114.01485,45.0,top
C6029,111.466011,-93.955523,315.0,top
C6030,88.346163,-109.38985,45.0,top
C6031,105.616011,-90.716701,225.0,top
C6032,84.846163,-105.86485,45.0,top
C6033,102.0766,-87.125112,225.0,top
C6034,100.403582,-83.932269,135.0,top
C6035,99.724171,-85.012858,135.0,top
C6036,80.586752,-96.000439,315.0,top
C6037,98.3766,-83.480112,225.0,top
C6038,85.176163,-91.40985,315.0,top
C6039,89.051163,-87.51485,315.0,top
C6040,82.161163,-94.68985,45.0,top
C6041,81.090574,-94.000439,225.0,top
C6043,107.471011,-111.346701,180.0,top
C6048,99.4294,-67.160712,270.0,top
C6049,98.1306,-67.744112,270.0,top
C6050,108.0794,-67.235712,270.0,top
C6051,108.3044,-69.690712,90.0,top
C7001,61.398599,-111.522112,0.0,top
C7002,58.898599,-109.142112,90.0,top
C7003,65.428599,-111.062112,90.0,top
C7004,64.458599,-111.062112,90.0,top
C7005,68.3186,-114.272112,90.0,top
C7006,65.158599,-105.632112,270.0,top
C7007,74.9966,-83.246112,90.0,top
C7008,70.5486,-106.202112,180.0,top
C7009,71.1036,-104.972112,180.0,top
C7010,65.4986,-98.922112,90.0,top
C7011,71.7986,-98.942112,90.0,top
C7012,76.9986,-83.762112,180.0,top
C8001,46.3066,-86.091112,180.0,top
C8003,46.1866,-76.376112,180.0,top
C8005,53.5766,-91.736112,0.0,top
C8006,56.0246,-92.016112,0.0,top
C9001,258.6297,-109.930799,0.0,top
C9002,256.6447,-109.930799,180.0,top
C9003,255.1547,-110.395799,270.0,top
C9004,243.7444,-110.609799,90.0,top
C9006,243.7448,-107.613599,270.0,top
D13001,177.96215,-113.0196,180.0,top
D17001,187.81725,-112.898,180.0,top
D23001,178.74955,-104.155,270.0,top
D26001,188.60465,-104.0334,270.0,top
D4001,243.5912,-91.1756,0.0,top
D4002,229.3034,-91.8552,180.0,top
D48001,167.8568,-77.7241,0.0,top
D49001,173.174,-77.703,0.0,top
D50001,178.254,-77.7538,0.0,top
D5001,167.95445,-113.0302,180.0,top
D5002,98.2066,-72.126112,270.0,top
D51001,183.3762,-77.7284,0.0,top
D52001,188.4222,-77.7284,0.0,top
D55001,144.3532,-79.7549,180.0,top
D56001,149.4591,-79.7858,180.0,top
D57001,154.5391,-79.7604,180.0,top
D58001,159.603399,-79.7913,180.0,top
D6001,86.9241,-126.936112,0.0,top
D6002,86.8766,-124.626112,0.0,top
D6003,86.8241,-122.356112,0.0,top
D6004,86.7316,-120.081112,0.0,top
D6005,101.6294,-72.270712,180.0,top
D7001,61.298599,-103.747112,0.0,top
D7002,61.256599,-106.461112,0.0,top
D7003,68.4536,-83.272112,0.0,top
D8001,46.1266,-91.396112,180.0,top
D8002,55.9066,-84.626112,0.0,top
D9001,168.74185,-104.1656,270.0,top
FB7001,60.4986,-99.234612,270.0,top
IC10001,48.2816,-97.321112,0.0,top
IC11001,136.184,-106.4762,0.0,top
IC11002,48.6191,-109.436112,0.0,top
IC12001,51.205299,-121.576912,0.0,top
IC13001,180.75615,-97.4806,90.0,top
IC13002,180.98475,-109.489,180.0,top
IC13003,176.49445,-109.513,180.0,top
IC14001,137.3064,-100.563,180.0,top
IC15001,253.7596,-84.891199,0.0,top
IC17001,190.61125,-97.359,90.0,top
IC17002,190.83985,-109.3674,180.0,top
IC17003,186.34955,-109.3914,180.0,top
IC17004,136.299,-112.1062,0.0,top
IC18001,155.0552,-94.9496,0.0,top
IC20001,137.1914,-94.933,180.0,top
IC22001,157.1318,-111.9588,180.0,top
IC24001,155.1702,-100.5796,0.0,top
IC28001,157.0168,-106.3288,180.0,top
IC3001,201.7502,-79.928,0.0,top
IC3002,225.038,-79.9128,0.0,top
IC3003,213.317,-79.9636,0.0,top
IC36001,226.5318,-109.4348,90.0,top
IC38001,220.6338,-109.4094,90.0,top
IC40001,214.6542,-107.937,90.0,top
IC4001,233.8912,-96.525599,270.0,top
IC4002,238.4212,-99.105599,90.0,top
IC4003,245.4037,-99.085599,90.0,top
IC42001,208.645,-107.9682,90.0,top
IC44001,202.676,-111.1178,90.0,top
IC46001,196.6582,-111.1254,90.0,top
IC5001,170.74845,-97.4912,90.0,top
IC5002,170.97705,-109.4996,180.0,top
IC5003,166.48675,-109.5236,180.0,top
IC5004,95.4166,-70.666112,270.0,top
IC53001,133.4964,-79.5318,180.0,top
IC54001,133.519,-86.133,0.0,top
IC6001,95.7566,-98.806112,135.0,top
IC8001,53.7746,-88.441112,0.0,top
IC9001,248.0068,-108.823599,180.0,top
J15001,250.6354,-72.302999,0.0,top
J3001,210.7066,-71.1498,90.0,top
J3002,180.0742,-120.7814,270.0,top
J3003,148.1464,-120.8576,270.0,top
J3004,211.9512,-120.7306,270.0,top
J3005,177.8898,-71.1498,90.0,top
J3006,144.692,-71.1752,90.0,top
J6001,73.1066,-123.286112,90.0,top
J7001,68.7486,-71.697112,180.0,top
J8001,50.4891,-72.536112,270.0,top
J9001,251.131,-121.411799,180.0,top
L10001,47.9941,-101.971112,90.0,top
L11001,48.2966,-114.086112,90.0,top
L12001,50.897799,-126.226912,90.0,top
R10001,51.8841,-96.181112,0.0,top
R10002,52.7441,-99.271112,90.0,top
R10003,44.3566,-93.661112,0.0,top
R11001,131.408,-107.3012,0.0,top
R11002,131.578,-105.2762,270.0,top
R11003,44.6466,-105.826112,0.0,top
R11004,52.996599,-111.416112,90.0,top
R11005,52.226599,-108.256112,0.0,top
R12001,55.612799,-123.741912,90.0,top
R12002,54.812799,-120.366912,0.0,top
R12003,47.257799,-118.046912,0.0,top
R13002,181.31495,-102.0468,0.0,top
R13003,182.58495,-112.9688,270.0,top
R13004,175.49835,-96.1032,270.0,top
R13005,176.96615,-97.6886,0.0,top
R13006,180.42595,-106.9998,0.0,top
R13007,69.3488,-128.094512,0.0,top
R13009,175.93015,-107.0252,0.0,top
R14001,142.0824,-99.738,180.0,top
R14002,141.9124,-101.763,90.0,top
R15001,243.1317,-82.708999,0.0,top
R15002,245.1417,-82.708999,180.0,top
R15003,247.6367,-83.313999,90.0,top
R15004,229.9547,-93.3284,0.0,top
R15005,249.2082,-84.905799,270.0,top
R15006,229.9293,-94.3698,0.0,top
R17001,251.4338,-105.470799,0.0,top
R17002,191.17005,-101.9252,0.0,top
R17003,192.44005,-112.8472,270.0,top
R17004,185.35345,-95.9816,270.0,top
R17005,186.82125,-97.567,0.0,top
R17006,190.28105,-106.8782,0.0,top
R17007,253.3662,-106.435999,0.0,top
R17009,185.78525,-106.9036,0.0,top
R18001,150.2792,-95.7746,0.0,top
R18002,150.4492,-93.7496,270.0,top
R19001,250.3326,-88.243999,180.0,top
R19002,248.4002,-87.278799,180.0,top
R21001,165.94785,-103.3274,270.0,top
R21002,165.92245,-105.2324,270.0,top
R22001,161.9078,-111.1338,180.0,top
R22002,161.7378,-113.1588,90.0,top
R24001,175.95555,-103.3168,270.0,top
R24002,175.93015,-105.2218,270.0,top
R27001,185.81065,-103.1952,270.0,top
R27002,185.78525,-105.1002,270.0,top
R29001,152.3478,-113.1913,180.0,top
R29002,151.2878,-110.2238,180.0,top
R3001,253.8186,-96.410463,90.0,top
R31001,159.8392,-93.7171,0.0,top
R31002,160.8992,-96.6846,0.0,top
R33001,132.5224,-101.7955,180.0,top
R33002,131.4624,-98.828,180.0,top
R35001,140.968,-105.2437,0.0,top
R35002,142.028,-108.2112,0.0,top
R36001,226.4688,-113.9814,0.0,top
R36002,228.515,-105.1422,180.0,top
R37001,228.261,-102.043399,180.0,top
R37002,228.2336,-103.0594,0.0,top
R38001,220.6846,-113.9502,0.0,top
R38002,222.615,-105.1364,180.0,top
R39001,222.2574,-102.0884,0.0,top
R39002,222.2614,-103.1298,180.0,top
R40001,216.6486,-113.271,270.0,top
R40002,215.0484,-113.271,90.0,top
R4002,233.5198,-91.982199,180.0,top
R4003,248.1309,-91.269199,90.0,top
R4004,241.1112,-94.0156,270.0,top
R4005,244.5612,-93.5856,0.0,top
R4006,241.3112,-96.4606,90.0,top
R4009,242.8312,-96.4606,90.0,top
R41001,216.3184,-100.6218,0.0,top
R41002,216.3184,-101.6378,180.0,top
R42001,210.6394,-113.3022,270.0,top
R42002,209.0392,-113.3022,90.0,top
R43001,210.3092,-100.653,0.0,top
R43002,210.3092,-101.669,180.0,top
R44001,204.5556,-106.8252,180.0,top
R45001,204.4012,-103.6756,0.0,top
R45002,204.4246,-104.717,180.0,top
R46001,198.5378,-106.8328,180.0,top
R47001,198.3834,-103.6832,0.0,top
R47002,198.4068,-104.7246,180.0,top
R48001,167.8549,-79.7815,180.0,top
R48002,168.7692,-84.8361,180.0,top
R49001,173.1721,-79.7604,180.0,top
R49002,174.0864,-84.815,180.0,top
R50001,178.2521,-79.8112,180.0,top
R50002,179.1664,-84.8658,180.0,top
R5002,171.30725,-102.0574,0.0,top
R5003,172.57725,-112.9794,270.0,top
R5004,165.49065,-96.1138,270.0,top
R5005,166.95845,-97.6992,0.0,top
R5006,170.41825,-107.0104,0.0,top
R5009,165.92245,-107.0358,0.0,top
R51001,183.3743,-79.7858,180.0,top
R51002,184.2886,-84.8404,180.0,top
R52001,188.4203,-79.7858,180.0,top
R52002,189.3346,-84.8404,180.0,top
R53001,134.4832,-82.8084,0.0,top
R54001,132.5782,-82.8084,180.0,top
R55001,143.168,-85.9017,90.0,top
R55002,144.334,-77.7229,180.0,top
R56001,148.273902,-85.9326,90.0,top
R56002,149.4399,-77.7538,180.0,top
R57001,153.353902,-85.9072,90.0,top
R57002,154.5199,-77.7284,180.0,top
R58001,158.418201,-85.9381,90.0,top
R58002,159.584199,-77.7593,180.0,top
R6001,119.1224,-113.169712,180.0,top
R6002,119.1224,-111.644712,180.0,top
R6003,119.1224,-110.119712,180.0,top
R6004,119.1224,-105.544712,180.0,top
R6005,119.1224,-103.994712,180.0,top
R6006,119.1224,-102.444712,180.0,top
R6007,119.1124,-108.599712,180.0,top
R6008,119.1224,-107.069712,180.0,top
R6009,119.1224,-100.919712,180.0,top
R6010,119.1224,-99.354712,180.0,top
R6011,119.1224,-97.844712,180.0,top
R6012,119.1224,-96.294712,180.0,top
R6013,119.1024,-94.769712,180.0,top
R6016,119.079,-90.642512,180.0,top
R6017,119.099,-89.107512,180.0,top
R6018,119.094,-87.582512,180.0,top
R6019,119.099,-86.057512,180.0,top
R6020,119.094,-84.537512,180.0,top
R6021,92.276163,-113.33985,45.0,top
R6022,90.840539,-111.900474,225.0,top
R6023,89.4091,-126.996112,0.0,top
R6024,67.5316,-127.151112,270.0,top
R6025,89.3566,-124.641112,0.0,top
R6026,89.3766,-122.356112,0.0,top
R6027,89.2416,-120.051112,0.0,top
R6028,66.431599,-127.161112,270.0,top
R6029,68.5716,-118.336112,0.0,top
R6030,70.8916,-118.286112,180.0,top
R7001,64.928599,-113.722112,180.0,top
R7002,66.858599,-113.722112,0.0,top
R7003,64.938599,-112.492112,180.0,top
R7004,66.848599,-112.492112,0.0,top
R7005,72.6786,-113.742112,180.0,top
R7006,70.6986,-113.732112,180.0,top
R7007,73.2086,-110.032112,0.0,top
R7008,70.6886,-112.492112,0.0,top
R7009,71.7486,-110.672112,90.0,top
R7010,70.7186,-114.952112,180.0,top
R7011,73.0986,-99.522112,270.0,top
R7012,61.821099,-105.057112,180.0,top
R7013,70.4986,-99.522112,270.0,top
R7014,66.718599,-105.122112,270.0,top
R7015,59.1261,-103.897112,90.0,top
R7016,66.7986,-99.522112,270.0,top
R7017,66.706599,-103.201112,270.0,top
R7018,64.1986,-99.522112,270.0,top
R7019,59.2011,-106.187112,90.0,top
R7020,76.9916,-87.296112,0.0,top
R7021,77.0086,-88.852112,180.0,top
R7022,76.9916,-80.986112,180.0,top
R7023,76.9986,-82.532112,0.0,top
R7024,76.9886,-85.042112,180.0,top
R8004,50.0966,-79.576112,0.0,top
R8005,49.4746,-90.476112,90.0,top
R8006,49.4746,-86.631112,270.0,top
R8007,49.4746,-88.551112,90.0,top
R9001,258.6347,-111.005799,180.0,top
R9002,256.6247,-111.005799,0.0,top
R9003,254.1297,-110.400799,270.0,top
R9005,252.5582,-108.808999,90.0,top
S6001,62.466599,-122.521112,180.0,top
T7001,68.6686,-92.552112,90.0,top
U13001,181.36575,-104.3461,0.0,top
U15001,228.8142,-96.6414,0.0,top
U17001,191.22085,-104.2245,0.0,top
U17002,256.4595,-107.604399,180.0,top
U19001,245.3069,-86.110399,0.0,top
U21001,166.13975,-100.3048,90.0,top
U24001,176.14745,-100.2942,90.0,top
U27001,186.00255,-100.1726,90.0,top
U29001,151.4978,-106.6338,270.0,top
U31001,160.6892,-100.2746,90.0,top
U33001,131.6724,-95.238,270.0,top
U35001,141.818,-111.8012,90.0,top
U37001,225.5056,-102.4951,90.0,top
U39001,219.567,-102.5964,90.0,top
U4001,242.0512,-99.425599,180.0,top
U41001,213.5904,-101.0591,90.0,top
U43001,207.5812,-101.0903,90.0,top
U45001,201.594001,-104.2145,90.0,top
U47001,195.5762,-104.2221,90.0,top
U48001,167.9021,-82.5857,0.0,top
U49001,173.2193,-82.5646,0.0,top
U50001,178.2993,-82.6154,0.0,top
U5001,171.35805,-104.3567,0.0,top
U51001,183.4215,-82.59,0.0,top
U52001,188.4675,-82.59,0.0,top
U55001,144.2602,-82.8537,90.0,top
U56001,149.366101,-82.8846,90.0,top
U57001,154.446101,-82.8592,90.0,top
U58001,159.5104,-82.8901,90.0,top
U6002,103.7044,-68.480712,270.0,top
U7001,68.5686,-109.324612,0.0,top
U8001,45.7091,-88.641112,180.0,top
Y6001,108.2566,-108.686112,90.0,top
Y7001,61.323599,-109.347112,270.0,top
